"Date","Mean"
00:00:00 11/13/2001,       0.000
00:00:00 11/14/2001,       0.000
00:00:00 11/15/2001,       0.000
00:00:00 11/16/2001,       0.000
00:00:00 11/17/2001,       0.000
00:00:00 11/18/2001,       0.000
00:00:00 11/19/2001,       0.000
00:00:00 11/20/2001,       0.000
00:00:00 11/21/2001,       0.000
00:00:00 11/22/2001,       0.000
00:00:00 11/23/2001,       0.000
00:00:00 11/24/2001,       0.210
00:00:00 11/25/2001,       0.000
00:00:00 11/26/2001,       0.000
00:00:00 11/27/2001,       0.000
00:00:00 11/28/2001,       0.060
00:00:00 11/29/2001,       0.140
00:00:00 11/30/2001,       0.000
00:00:00 12/01/2001,       0.030
00:00:00 12/02/2001,      18.400
00:00:00 12/03/2001,     289.400
00:00:00 12/04/2001,     134.250
00:00:00 12/05/2001,      78.520
00:00:00 12/06/2001,      52.770
00:00:00 12/07/2001,      43.410
00:00:00 12/08/2001,      35.360
00:00:00 12/09/2001,      33.490
00:00:00 12/10/2001,      36.030
00:00:00 12/11/2001,      30.490
00:00:00 12/12/2001,      27.810
00:00:00 12/13/2001,      26.370
00:00:00 12/14/2001,      30.990
00:00:00 12/15/2001,      36.520
00:00:00 12/16/2001,      31.080
00:00:00 12/17/2001,      31.500
00:00:00 12/18/2001,      27.260
00:00:00 12/19/2001,      25.340
00:00:00 12/20/2001,      32.050
00:00:00 12/21/2001,     187.110
00:00:00 12/22/2001,     196.620
00:00:00 12/23/2001,     155.730
00:00:00 12/24/2001,     126.360
00:00:00 12/25/2001,     102.370
00:00:00 12/26/2001,      85.140
00:00:00 12/27/2001,      69.060
00:00:00 12/28/2001,      60.580
00:00:00 12/29/2001,     160.170
00:00:00 12/30/2001,     327.830
00:00:00 12/31/2001,     279.420
00:00:00 01/01/2002,     224.420
00:00:00 01/02/2002,     208.560
00:00:00 01/03/2002,     357.700
00:00:00 01/04/2002,     290.940
00:00:00 01/05/2002,     241.910
00:00:00 01/06/2002,     212.830
00:00:00 01/07/2002,     184.670
00:00:00 01/08/2002,     157.910
00:00:00 01/09/2002,     145.960
00:00:00 01/10/2002,     137.780
00:00:00 01/11/2002,     117.300
00:00:00 01/12/2002,     102.830
00:00:00 01/13/2002,     100.080
00:00:00 01/14/2002,      95.780
00:00:00 01/15/2002,      94.550
00:00:00 01/16/2002,      89.960
00:00:00 01/17/2002,      82.090
00:00:00 01/18/2002,      72.920
00:00:00 01/19/2002,      67.810
00:00:00 01/20/2002,      65.160
00:00:00 01/21/2002,      62.640
00:00:00 01/22/2002,      63.380
00:00:00 01/23/2002,      58.370
00:00:00 01/24/2002,      59.110
00:00:00 01/25/2002,      59.080
00:00:00 01/26/2002,      55.810
00:00:00 01/27/2002,      55.660
00:00:00 01/28/2002,      57.100
00:00:00 01/29/2002,      61.460
00:00:00 01/30/2002,      57.280
00:00:00 01/31/2002,      50.160
00:00:00 02/01/2002,      49.970
00:00:00 02/02/2002,      50.100
00:00:00 02/03/2002,      51.020
00:00:00 02/04/2002,      50.050
00:00:00 02/05/2002,      48.410
00:00:00 02/06/2002,      41.200
00:00:00 02/07/2002,      38.750
00:00:00 02/08/2002,      55.790
00:00:00 02/09/2002,      72.980
00:00:00 02/10/2002,      65.880
00:00:00 02/11/2002,      58.190
00:00:00 02/12/2002,      49.490
00:00:00 02/13/2002,      49.480
00:00:00 02/14/2002,      49.010
00:00:00 02/15/2002,      48.690
00:00:00 02/16/2002,      49.330
00:00:00 02/17/2002,      81.160
00:00:00 02/18/2002,     109.050
00:00:00 02/19/2002,      94.270
00:00:00 02/20/2002,      88.770
00:00:00 02/21/2002,      81.910
00:00:00 02/22/2002,      80.350
00:00:00 02/23/2002,      77.440
00:00:00 02/24/2002,      72.670
00:00:00 02/25/2002,      63.180
00:00:00 02/26/2002,      59.140
00:00:00 02/27/2002,      61.570
00:00:00 02/28/2002,      58.080
00:00:00 03/01/2002,      53.690
00:00:00 03/02/2002,      42.360
00:00:00 03/03/2002,      40.000
00:00:00 03/04/2002,      43.450
00:00:00 03/05/2002,      40.720
00:00:00 03/06/2002,      41.530
00:00:00 03/07/2002,      60.160
00:00:00 03/08/2002,      74.990
00:00:00 03/09/2002,      73.220
00:00:00 03/10/2002,      63.620
00:00:00 03/11/2002,      56.900
00:00:00 03/12/2002,      54.350
00:00:00 03/13/2002,      51.350
00:00:00 03/14/2002,      53.880
00:00:00 03/15/2002,      53.530
00:00:00 03/16/2002,      55.510
00:00:00 03/17/2002,      62.750
00:00:00 03/18/2002,      88.280
00:00:00 03/19/2002,      72.610
00:00:00 03/20/2002,      61.780
00:00:00 03/21/2002,      61.780
00:00:00 03/22/2002,      58.360
00:00:00 03/23/2002,      84.650
00:00:00 03/24/2002,     142.910
00:00:00 03/25/2002,     135.960
00:00:00 03/26/2002,     120.930
00:00:00 03/27/2002,     120.090
00:00:00 03/28/2002,     112.610
00:00:00 03/29/2002,      96.270
00:00:00 03/30/2002,      91.880
00:00:00 03/31/2002,      91.710
00:00:00 04/01/2002,      78.780
00:00:00 04/02/2002,      66.600
00:00:00 04/03/2002,      63.950
00:00:00 04/04/2002,      64.760
00:00:00 04/05/2002,      65.140
00:00:00 04/06/2002,      62.350
00:00:00 04/07/2002,      55.220
00:00:00 04/08/2002,      51.810
00:00:00 04/09/2002,      45.890
00:00:00 04/10/2002,      46.670
00:00:00 04/11/2002,      51.300
00:00:00 04/12/2002,      51.120
00:00:00 04/13/2002,      49.250
00:00:00 04/14/2002,      40.880
00:00:00 04/15/2002,      36.550
00:00:00 04/16/2002,      38.560
00:00:00 04/17/2002,      42.110
00:00:00 04/18/2002,      47.130
00:00:00 04/19/2002,      45.180
00:00:00 04/20/2002,      43.640
00:00:00 04/21/2002,      39.200
00:00:00 04/22/2002,      36.520
00:00:00 04/23/2002,      35.330
00:00:00 04/24/2002,      31.790
00:00:00 04/25/2002,      32.460
00:00:00 04/26/2002,      30.660
00:00:00 04/27/2002,      34.920
00:00:00 04/28/2002,      37.280
00:00:00 04/29/2002,      34.200
00:00:00 04/30/2002,      36.030
00:00:00 05/01/2002,      32.900
00:00:00 05/02/2002,      32.440
00:00:00 05/03/2002,      29.380
00:00:00 05/04/2002,      27.830
00:00:00 05/05/2002,      25.710
00:00:00 05/06/2002,      26.920
00:00:00 05/07/2002,      24.480
00:00:00 05/08/2002,      21.940
00:00:00 05/09/2002,      20.000
00:00:00 05/10/2002,      18.700
00:00:00 05/11/2002,      18.920
00:00:00 05/12/2002,      18.270
00:00:00 05/13/2002,      17.650
00:00:00 05/14/2002,      18.070
00:00:00 05/15/2002,      16.530
00:00:00 05/16/2002,      15.850
00:00:00 05/17/2002,      14.320
00:00:00 05/18/2002,      13.570
00:00:00 05/19/2002,      13.310
00:00:00 05/20/2002,      15.730
00:00:00 05/21/2002,      20.730
00:00:00 05/22/2002,      23.610
00:00:00 05/23/2002,      20.870
00:00:00 05/24/2002,      18.440
00:00:00 05/25/2002,      16.970
00:00:00 05/26/2002,      16.620
00:00:00 05/27/2002,      14.980
00:00:00 05/28/2002,      13.160
00:00:00 05/29/2002,      12.140
00:00:00 05/30/2002,       9.760
00:00:00 05/31/2002,       8.710
00:00:00 06/01/2002,       8.030
00:00:00 06/02/2002,       8.390
00:00:00 06/03/2002,       9.000
00:00:00 06/04/2002,       7.580
00:00:00 06/05/2002,       6.580
00:00:00 06/06/2002,       5.040
00:00:00 06/07/2002,       4.090
00:00:00 06/08/2002,       3.420
00:00:00 06/09/2002,       2.980
00:00:00 06/10/2002,       2.020
00:00:00 06/11/2002,       1.150
00:00:00 06/12/2002,       0.540
00:00:00 06/13/2002,       0.350
00:00:00 06/14/2002,       0.290
00:00:00 06/15/2002,       0.290
00:00:00 06/16/2002,       0.260
00:00:00 06/17/2002,       0.200
00:00:00 06/18/2002,       0.100
00:00:00 06/19/2002,       0.120
00:00:00 06/20/2002,       0.050
00:00:00 06/21/2002,       0.010
00:00:00 06/22/2002,       0.000
00:00:00 06/23/2002,       0.000
00:00:00 06/24/2002,       0.000
00:00:00 06/25/2002,       0.000
00:00:00 06/26/2002,       0.000
00:00:00 06/27/2002,       0.000
00:00:00 06/28/2002,       0.000
00:00:00 06/29/2002,       0.000
00:00:00 06/30/2002,       0.000
00:00:00 07/01/2002,       0.000
00:00:00 07/02/2002,       0.000
00:00:00 07/03/2002,       0.000
00:00:00 07/04/2002,       0.000
00:00:00 07/05/2002,       0.000
00:00:00 07/06/2002,       0.000
00:00:00 07/07/2002,       0.000
00:00:00 07/08/2002,       0.000
00:00:00 07/09/2002,       0.000
00:00:00 07/10/2002,       0.000
00:00:00 07/11/2002,       0.000
00:00:00 07/12/2002,       0.000
00:00:00 07/13/2002,       0.000
00:00:00 07/14/2002,       0.000
00:00:00 07/15/2002,       0.000
00:00:00 07/16/2002,       0.000
00:00:00 07/17/2002,       0.000
00:00:00 07/18/2002,       0.000
00:00:00 07/19/2002,       0.000
00:00:00 07/20/2002,       0.000
00:00:00 07/21/2002,       0.000
00:00:00 07/22/2002,       0.000
00:00:00 07/23/2002,       0.000
00:00:00 07/24/2002,       0.000
00:00:00 07/25/2002,       0.000
00:00:00 07/26/2002,       0.000
00:00:00 07/27/2002,       0.000
00:00:00 07/28/2002,       0.000
00:00:00 07/29/2002,       0.000
00:00:00 07/30/2002,       0.000
00:00:00 07/31/2002,       0.000
00:00:00 08/01/2002,       0.000
00:00:00 08/02/2002,       0.000
00:00:00 08/03/2002,       0.000
00:00:00 08/04/2002,       0.000
00:00:00 08/05/2002,       0.000
00:00:00 08/06/2002,       0.000
00:00:00 08/07/2002,       0.000
00:00:00 08/08/2002,       0.000
00:00:00 08/09/2002,       0.000
00:00:00 08/10/2002,       0.000
00:00:00 08/11/2002,       0.000
00:00:00 08/12/2002,       0.000
00:00:00 08/13/2002,       0.000
00:00:00 08/14/2002,       0.000
00:00:00 08/15/2002,       0.000
00:00:00 08/16/2002,       0.000
00:00:00 08/17/2002,       0.000
00:00:00 08/18/2002,       0.000
00:00:00 08/19/2002,       0.000
00:00:00 08/20/2002,       0.000
00:00:00 08/21/2002,       0.000
00:00:00 08/22/2002,       0.000
00:00:00 08/23/2002,       0.000
00:00:00 08/24/2002,       0.000
00:00:00 08/25/2002,       0.000
00:00:00 08/26/2002,       0.000
00:00:00 08/27/2002,       0.000
00:00:00 08/28/2002,       0.000
00:00:00 08/29/2002,       0.000
00:00:00 08/30/2002,       0.000
00:00:00 08/31/2002,       0.000
00:00:00 09/01/2002,       0.000
00:00:00 09/02/2002,       0.000
00:00:00 09/03/2002,       0.000
00:00:00 09/04/2002,       0.000
00:00:00 09/05/2002,       0.000
00:00:00 09/06/2002,       0.000
00:00:00 09/07/2002,       0.000
00:00:00 09/08/2002,       0.000
00:00:00 09/09/2002,       0.000
00:00:00 09/10/2002,       0.000
00:00:00 09/11/2002,       0.000
00:00:00 09/12/2002,       0.000
00:00:00 09/13/2002,       0.000
00:00:00 09/14/2002,       0.000
00:00:00 09/15/2002,       0.000
00:00:00 09/16/2002,       0.000
00:00:00 09/17/2002,       0.000
00:00:00 09/18/2002,       0.000
00:00:00 09/19/2002,       0.000
00:00:00 09/20/2002,       0.000
00:00:00 09/21/2002,       0.000
00:00:00 09/22/2002,       0.000
00:00:00 09/23/2002,       0.000
00:00:00 09/24/2002,       0.000
00:00:00 09/25/2002,       0.000
00:00:00 09/26/2002,       0.000
00:00:00 09/27/2002,       0.000
00:00:00 09/28/2002,       0.000
00:00:00 09/29/2002,       0.000
00:00:00 09/30/2002,       0.000
00:00:00 10/01/2002,       0.000
00:00:00 10/02/2002,       0.000
00:00:00 10/03/2002,       0.000
00:00:00 10/04/2002,       0.000
00:00:00 10/05/2002,       0.000
00:00:00 10/06/2002,       0.000
00:00:00 10/07/2002,       0.000
00:00:00 10/08/2002,       0.000
00:00:00 10/09/2002,       0.000
00:00:00 10/10/2002,       0.000
00:00:00 10/11/2002,       0.000
00:00:00 10/12/2002,       0.000
00:00:00 10/13/2002,       0.000
00:00:00 10/14/2002,       0.000
00:00:00 10/15/2002,       0.000
00:00:00 10/16/2002,       0.000
00:00:00 10/17/2002,       0.000
00:00:00 10/18/2002,       0.000
00:00:00 10/19/2002,       0.000
00:00:00 10/20/2002,       0.000
00:00:00 10/21/2002,       0.000
00:00:00 10/22/2002,       0.000
00:00:00 10/23/2002,       0.000
00:00:00 10/24/2002,       0.000
00:00:00 10/25/2002,       0.000
00:00:00 10/26/2002,       0.000
00:00:00 10/27/2002,       0.000
00:00:00 10/28/2002,       0.000
00:00:00 10/29/2002,       0.000
00:00:00 10/30/2002,       0.000
00:00:00 10/31/2002,       0.000
00:00:00 11/01/2002,       0.000
00:00:00 11/02/2002,       0.000
00:00:00 11/03/2002,       0.000
00:00:00 11/04/2002,       0.000
00:00:00 11/05/2002,       0.000
00:00:00 11/06/2002,       0.000
00:00:00 11/07/2002,       0.010
00:00:00 11/08/2002,       0.040
00:00:00 11/09/2002,       0.000
00:00:00 11/10/2002,       0.000
00:00:00 11/11/2002,       0.000
00:00:00 11/12/2002,       0.000
00:00:00 11/13/2002,       0.000
00:00:00 11/14/2002,       0.000
00:00:00 11/15/2002,       0.000
00:00:00 11/16/2002,       0.000
00:00:00 11/17/2002,       0.000
00:00:00 11/18/2002,       0.000
00:00:00 11/19/2002,       0.000
00:00:00 11/20/2002,       0.000
00:00:00 11/21/2002,       0.000
00:00:00 11/22/2002,       0.000
00:00:00 11/23/2002,       0.000
00:00:00 11/24/2002,       0.000
00:00:00 11/25/2002,       0.000
00:00:00 11/26/2002,       0.000
00:00:00 11/27/2002,       0.000
00:00:00 11/28/2002,       0.000
00:00:00 11/29/2002,       0.000
00:00:00 11/30/2002,       0.000
00:00:00 12/01/2002,       0.000
00:00:00 12/02/2002,       0.000
00:00:00 12/03/2002,       0.000
00:00:00 12/04/2002,       0.000
00:00:00 12/05/2002,       0.000
00:00:00 12/06/2002,       0.000
00:00:00 12/07/2002,       0.000
00:00:00 12/08/2002,       0.000
00:00:00 12/09/2002,       0.000
00:00:00 12/10/2002,       0.000
00:00:00 12/11/2002,       0.000
00:00:00 12/12/2002,       0.000
00:00:00 12/13/2002,       0.000
00:00:00 12/14/2002,       0.090
00:00:00 12/15/2002,     121.820
00:00:00 12/16/2002,    1174.640
00:00:00 12/17/2002,     829.690
00:00:00 12/18/2002,     482.930
00:00:00 12/19/2002,     423.660
00:00:00 12/20/2002,     649.860
00:00:00 12/21/2002,     502.270
00:00:00 12/22/2002,     414.660
00:00:00 12/23/2002,     331.220
00:00:00 12/24/2002,     267.650
00:00:00 12/25/2002,     222.360
00:00:00 12/26/2002,     187.790
00:00:00 12/27/2002,     166.340
00:00:00 12/28/2002,     202.230
00:00:00 12/29/2002,     540.150
00:00:00 12/30/2002,     444.740
00:00:00 12/31/2002,     462.040
00:00:00 01/01/2003,     419.230
00:00:00 01/02/2003,     354.740
00:00:00 01/03/2003,     306.120
00:00:00 01/04/2003,     266.130
00:00:00 01/05/2003,     240.000
00:00:00 01/06/2003,     216.650
00:00:00 01/07/2003,     192.860
00:00:00 01/08/2003,     172.490
00:00:00 01/09/2003,     161.030
00:00:00 01/10/2003,     367.160
00:00:00 01/11/2003,     434.230
00:00:00 01/12/2003,     336.620
00:00:00 01/13/2003,     292.100
00:00:00 01/14/2003,     264.630
00:00:00 01/15/2003,     239.300
00:00:00 01/16/2003,     218.310
00:00:00 01/17/2003,     198.070
00:00:00 01/18/2003,     180.980
00:00:00 01/19/2003,     173.380
00:00:00 01/20/2003,     165.040
00:00:00 01/21/2003,     161.360
00:00:00 01/22/2003,     147.430
00:00:00 01/23/2003,     134.200
00:00:00 01/24/2003,     134.290
00:00:00 01/25/2003,     120.640
00:00:00 01/26/2003,     113.430
00:00:00 01/27/2003,     112.300
00:00:00 01/28/2003,     109.380
00:00:00 01/29/2003,     105.420
00:00:00 01/30/2003,      93.980
00:00:00 01/31/2003,      86.760
00:00:00 02/01/2003,      86.240
00:00:00 02/02/2003,      86.320
00:00:00 02/03/2003,      86.270
00:00:00 02/04/2003,      82.550
00:00:00 02/05/2003,      75.670
00:00:00 02/06/2003,      78.480
00:00:00 02/07/2003,      75.330
00:00:00 02/08/2003,      66.080
00:00:00 02/09/2003,      66.240
00:00:00 02/10/2003,      66.270
00:00:00 02/11/2003,      67.150
00:00:00 02/12/2003,      71.090
00:00:00 02/13/2003,      75.990
00:00:00 02/14/2003,      78.420
00:00:00 02/15/2003,      76.410
00:00:00 02/16/2003,      96.060
00:00:00 02/17/2003,      98.630
00:00:00 02/18/2003,      82.540
00:00:00 02/19/2003,      82.120
00:00:00 02/20/2003,      82.080
00:00:00 02/21/2003,      81.610
00:00:00 02/22/2003,      76.250
00:00:00 02/23/2003,      69.840
00:00:00 02/24/2003,      69.820
00:00:00 02/25/2003,      77.290
00:00:00 02/26/2003,      75.300
00:00:00 02/27/2003,      74.380
00:00:00 02/28/2003,      72.260
00:00:00 03/01/2003,      72.840
00:00:00 03/02/2003,      68.830
00:00:00 03/03/2003,      62.460
00:00:00 03/04/2003,      65.000
00:00:00 03/05/2003,      65.800
00:00:00 03/06/2003,      61.440
00:00:00 03/07/2003,      56.930
00:00:00 03/08/2003,      58.090
00:00:00 03/09/2003,      58.260
00:00:00 03/10/2003,      53.540
00:00:00 03/11/2003,      48.280
00:00:00 03/12/2003,      47.720
00:00:00 03/13/2003,      47.480
00:00:00 03/14/2003,      47.870
00:00:00 03/15/2003,     140.810
00:00:00 03/16/2003,     220.530
00:00:00 03/17/2003,     166.620
00:00:00 03/18/2003,     139.510
00:00:00 03/19/2003,     124.020
00:00:00 03/20/2003,     115.540
00:00:00 03/21/2003,     107.420
00:00:00 03/22/2003,     100.040
00:00:00 03/23/2003,      94.160
00:00:00 03/24/2003,      92.250
00:00:00 03/25/2003,      82.820
00:00:00 03/26/2003,      81.840
00:00:00 03/27/2003,      82.150
00:00:00 03/28/2003,      71.900
00:00:00 03/29/2003,      66.880
00:00:00 03/30/2003,      66.340
00:00:00 03/31/2003,      62.610
00:00:00 04/01/2003,      60.620
00:00:00 04/02/2003,      68.720
00:00:00 04/03/2003,      69.390
00:00:00 04/04/2003,      69.720
00:00:00 04/05/2003,      72.950
00:00:00 04/06/2003,      61.140
00:00:00 04/07/2003,      58.390
00:00:00 04/08/2003,      57.700
00:00:00 04/09/2003,      56.370
00:00:00 04/10/2003,      47.840
00:00:00 04/11/2003,      44.920
00:00:00 04/12/2003,      52.170
00:00:00 04/13/2003,     190.330
00:00:00 04/14/2003,     230.500
00:00:00 04/15/2003,     201.210
00:00:00 04/16/2003,     171.690
00:00:00 04/17/2003,     163.180
00:00:00 04/18/2003,     151.540
00:00:00 04/19/2003,     142.090
00:00:00 04/20/2003,     131.310
00:00:00 04/21/2003,     124.220
00:00:00 04/22/2003,     124.860
00:00:00 04/23/2003,     119.690
00:00:00 04/24/2003,     119.080
00:00:00 04/25/2003,     131.370
00:00:00 04/26/2003,     125.070
00:00:00 04/27/2003,     116.630
00:00:00 04/28/2003,     132.560
00:00:00 04/29/2003,     147.090
00:00:00 04/30/2003,     135.690
00:00:00 05/01/2003,     126.160
00:00:00 05/02/2003,     118.480
00:00:00 05/03/2003,     156.490
00:00:00 05/04/2003,     178.980
00:00:00 05/05/2003,     164.210
00:00:00 05/06/2003,     155.810
00:00:00 05/07/2003,     156.970
00:00:00 05/08/2003,     150.070
00:00:00 05/09/2003,     141.730
00:00:00 05/10/2003,     134.170
00:00:00 05/11/2003,     128.640
00:00:00 05/12/2003,     119.120
00:00:00 05/13/2003,     112.350
00:00:00 05/14/2003,     107.580
00:00:00 05/15/2003,     100.690
00:00:00 05/16/2003,      97.550
